2019-04-01 12:36:51,919 [Worker-17] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: ndms_system:kndcs:1.0.0 @ D:\Demo\GitServer\ndms_app\kndcs\pom.xml.
2019-04-09 09:56:55,681 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-client:jar:5.13.5 is missing, no dependency information available
2019-04-09 09:56:55,700 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet-api:jar:3.0.1 is missing, no dependency information available
2019-04-09 09:56:55,715 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet.jsp-api:jar:2.3.1 is missing, no dependency information available
2019-04-09 09:56:55,729 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:joda-time:jar:2.7 is missing, no dependency information available
2019-04-09 09:56:55,743 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tika-core:jar:1.18 is missing, no dependency information available
2019-04-09 09:56:55,760 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:innorix-wp:jar:1.1.9 is missing, no dependency information available
2019-04-09 09:56:55,778 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:dom4j:jar:1.6.1 is missing, no dependency information available
2019-04-09 09:56:55,794 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xmlbeans:jar:2.6.0 is missing, no dependency information available
2019-04-09 09:56:55,809 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-core:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,824 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-bindings-soap:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,838 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-bindings-xml:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,858 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-databinding-jaxb:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,872 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-frontend-simple:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,886 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-ws-addr:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,901 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-wsdl:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,915 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-ws-policy:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,935 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-frontend-jaxws:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,949 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-rt-transports-http:jar:3.1.9 is missing, no dependency information available
2019-04-09 09:56:55,968 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:woodstox-core-asl:jar:4.2.0 is missing, no dependency information available
2019-04-09 09:56:55,983 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:stax2-api:jar:3.1.4 is missing, no dependency information available
2019-04-09 09:56:55,997 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:neethi:jar:3.0.3 is missing, no dependency information available
2019-04-09 09:56:56,011 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:wsdl4j:jar:1.6.3 is missing, no dependency information available
2019-04-09 09:56:56,025 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xml-resolver:jar:1.2 is missing, no dependency information available
2019-04-09 09:56:56,038 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xmlschema-core:jar:2.2.1 is missing, no dependency information available
2019-04-09 09:56:56,052 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jaxb-core:jar:2.2.11 is missing, no dependency information available
2019-04-09 09:56:56,069 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jaxb-impl:jar:2.2.11 is missing, no dependency information available
2019-04-09 09:56:56,083 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:velocity:jar:1.7 is missing, no dependency information available
2019-04-09 09:56:56,106 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ccavutil:jar:1.0.0 is missing, no dependency information available
2019-04-09 09:56:56,121 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:iaikPkcs11Wrapper:jar:1.0.0 is missing, no dependency information available
2019-04-09 09:56:56,136 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:pdfbox-app:jar:2.0.8 is missing, no dependency information available
2019-04-09 09:56:56,150 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ttswfs:jar:1.0.0 is missing, no dependency information available
2019-04-09 09:56:57,863 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-09 09:56:57,885 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-09 09:57:10,183 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-09 09:57:10,235 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-09 09:57:10,257 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-09 09:57:17,236 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-09 09:57:17,260 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-09 09:57:17,270 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-09 09:57:17,270 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-09 09:58:54,598 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-09 09:58:54,626 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-09 09:59:01,287 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/classes/spring
2019-04-09 09:59:01,314 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/classes
2019-04-09 09:59:01,364 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 459 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-09 09:59:07,575 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes/spring
2019-04-09 09:59:07,602 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource to D:\Demo\GitServer\ndms_app\kndcs/target/kndcs-1.0.0/WEB-INF/classes
2019-04-09 09:59:07,616 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2019-04-09 09:59:07,616 [Worker-13] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Demo\GitServer\ndms_app\kndcs\src\test\resources
2019-04-11 09:57:13,450 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-beans:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:13,482 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-context:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:13,503 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-core:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:13,523 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-web:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:13,546 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-webmvc:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:13,567 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-tx:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:13,589 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-jdbc:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:13,613 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-beanutils:jar:1.9.1 is missing, no dependency information available
2019-04-11 09:57:13,635 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-collections:jar:3.2.1 is missing, no dependency information available
2019-04-11 09:57:13,655 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-httpclient:jar:3.1 is missing, no dependency information available
2019-04-11 09:57:13,673 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-io:jar:2.4 is missing, no dependency information available
2019-04-11 09:57:13,691 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-lang:jar:2.6 is missing, no dependency information available
2019-04-11 09:57:13,707 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-logging:jar:1.2 is missing, no dependency information available
2019-04-11 09:57:13,723 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-net:jar:3.3 is missing, no dependency information available
2019-04-11 09:57:13,745 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-lang3:jar:3.3.2 is missing, no dependency information available
2019-04-11 09:57:13,769 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:aspectjrt:jar:1.8.6 is missing, no dependency information available
2019-04-11 09:57:13,785 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:bcprov-jdk16:jar:1.46 is missing, no dependency information available
2019-04-11 09:57:13,800 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:gson:jar:2.8.0 is missing, no dependency information available
2019-04-11 09:57:13,840 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jasypt:jar:1.9.2 is missing, no dependency information available
2019-04-11 09:57:13,858 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:javax_servlet_final:jar:3.0 is missing, no dependency information available
2019-04-11 09:57:13,875 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jsch:jar:0.1.53 is missing, no dependency information available
2019-04-11 09:57:13,893 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:json-simple:jar:1.1 is missing, no dependency information available
2019-04-11 09:57:13,913 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4j-core:jar:2.9.1 is missing, no dependency information available
2019-04-11 09:57:13,930 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4j-api:jar:2.9.1 is missing, no dependency information available
2019-04-11 09:57:13,947 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4j-slf4j-impl:jar:2.9.1 is missing, no dependency information available
2019-04-11 09:57:13,964 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:oracle:jar:11 is missing, no dependency information available
2019-04-11 09:57:13,982 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:junit:jar:4.12 is missing, no dependency information available
2019-04-11 09:57:13,998 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hamcrest-core:jar:1.3 is missing, no dependency information available
2019-04-11 09:57:14,015 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:mybatis:jar:3.2.1 is missing, no dependency information available
2019-04-11 09:57:14,030 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:mybatis-spring:jar:1.3.1 is missing, no dependency information available
2019-04-11 09:57:14,043 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:httpclient:jar:4.5.3 is missing, no dependency information available
2019-04-11 09:57:14,056 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:httpcore:jar:4.5.3 is missing, no dependency information available
2019-04-11 09:57:14,085 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:hibernate-validator:jar:5.1.3 is missing, no dependency information available
2019-04-11 09:57:14,101 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:validation-api:jar:1.1.0.Final is missing, no dependency information available
2019-04-11 09:57:14,138 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-aop:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:14,156 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-context-support:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:14,171 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-expression:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:14,186 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-oxm:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:14,199 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-websocket:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:14,215 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-messaging:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:14,230 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-jms:jar:4.2.3 is missing, no dependency information available
2019-04-11 09:57:14,247 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-core:jar:4.1.1 is missing, no dependency information available
2019-04-11 09:57:14,261 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-messaging:jar:4.1.1 is missing, no dependency information available
2019-04-11 09:57:14,277 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-web:jar:4.1.1 is missing, no dependency information available
2019-04-11 09:57:14,294 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-config:jar:4.1.1 is missing, no dependency information available
2019-04-11 09:57:14,309 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-taglibs:jar:4.1.1 is missing, no dependency information available
2019-04-11 09:57:14,327 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-security-acl:jar:4.1.1 is missing, no dependency information available
2019-04-11 09:57:14,341 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:slf4j-api:jar:1.7.25 is missing, no dependency information available
2019-04-11 09:57:14,354 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:log4jdbc-remix:jar:0.2.7 is missing, no dependency information available
2019-04-11 09:57:14,369 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jackson-core:jar:2.9.0 is missing, no dependency information available
2019-04-11 09:57:14,384 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jackson-databind:jar:2.9.0 is missing, no dependency information available
2019-04-11 09:57:14,399 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jackson-annotations:jar:2.9.0 is missing, no dependency information available
2019-04-11 09:57:14,413 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:egovframework.rte.fdl.idgnr:jar:3.5.0 is missing, no dependency information available
2019-04-11 09:57:14,427 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:egovframework.rte.fdl.cmmn:jar:3.5.0 is missing, no dependency information available
2019-04-11 09:57:14,442 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:poi-ooxml:jar:3.8 is missing, no dependency information available
2019-04-11 09:57:14,460 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:poi-ooxml-schemas:jar:3.8 is missing, no dependency information available
2019-04-11 09:57:14,474 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:poi:jar:3.8 is missing, no dependency information available
2019-04-11 09:57:14,488 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls:jar:2.4.0 is missing, no dependency information available
2019-04-11 09:57:14,502 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls-poi:jar:1.0.11 is missing, no dependency information available
2019-04-11 09:57:14,517 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxls-jexcel:jar:1.0.6 is missing, no dependency information available
2019-04-11 09:57:14,530 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jxl:jar:2.6.12 is missing, no dependency information available
2019-04-11 09:57:14,544 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jasypt:jar:1.9.2 is missing, no dependency information available
2019-04-11 09:57:14,561 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:spring-mobile-device:jar:1.1.5.RELEASE is missing, no dependency information available
2019-04-11 09:57:14,575 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:mybatis:jar:3.4.5 is missing, no dependency information available
2019-04-11 09:57:14,588 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aopalliance:jar:1.0 is missing, no dependency information available
2019-04-11 09:57:14,603 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aspectjrt:jar:1.8.6 is missing, no dependency information available
2019-04-11 09:57:14,618 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:aspectjweaver:jar:1.8.6 is missing, no dependency information available
2019-04-11 09:57:14,639 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-dbcp:jar:1.4 is missing, no dependency information available
2019-04-11 09:57:14,653 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jasypt-spring3:jar:1.9.2 is missing, no dependency information available
2019-04-11 09:57:14,674 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:spring-modules-validation:jar:0.8 is missing, no dependency information available
2019-04-11 09:57:14,688 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-validator:jar:1.3.0 is missing, no dependency information available
2019-04-11 09:57:14,701 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:json-lib-ext-spring:jar:1.0.2 is missing, no dependency information available
2019-04-11 09:57:14,715 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:json-lib-jdk15:jar:2.2.2 is missing, no dependency information available
2019-04-11 09:57:14,728 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ezmorph:jar:1.0.6 is missing, no dependency information available
2019-04-11 09:57:14,745 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jstl:jar:1.1.2 is missing, no dependency information available
2019-04-11 09:57:14,760 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:taglibs:jar:1.1.2 is missing, no dependency information available
2019-04-11 09:57:14,778 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:ehcache:jar:2.10.0 is missing, no dependency information available
2019-04-11 09:57:14,792 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:webappenhance:jar:1.0.1 is missing, no dependency information available
2019-04-11 09:57:14,805 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-validator:jar:5.1.3.Final is missing, no dependency information available
2019-04-11 09:57:14,819 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-annotations:jar:3.5.6-Final is missing, no dependency information available
2019-04-11 09:57:14,833 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-entitymanager:jar:5.1.0.Final is missing, no dependency information available
2019-04-11 09:57:14,847 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:hibernate-core:jar:5.1.0.Final is missing, no dependency information available
2019-04-11 09:57:14,864 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:jboss-logging:jar:3.3.0.Final is missing, no dependency information available
2019-04-11 09:57:14,883 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:classmate:jar:1.3.4 is missing, no dependency information available
2019-04-11 09:57:14,896 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-fileupload:jar:1.3.3 is missing, no dependency information available
2019-04-11 09:57:14,911 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-core:jar:3.0.4 is missing, no dependency information available
2019-04-11 09:57:14,926 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-servlet:jar:3.0.4 is missing, no dependency information available
2019-04-11 09:57:14,940 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-jsp:jar:3.0.4 is missing, no dependency information available
2019-04-11 09:57:14,953 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-extras:jar:3.0.4 is missing, no dependency information available
2019-04-11 09:57:14,967 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-api:jar:3.0.4 is missing, no dependency information available
2019-04-11 09:57:14,982 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-template:jar:3.0.4 is missing, no dependency information available
2019-04-11 09:57:14,995 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet-wildcard:jar:1.0.6 is missing, no dependency information available
2019-04-11 09:57:15,009 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-api:jar:1.0.6 is missing, no dependency information available
2019-04-11 09:57:15,023 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-servlet:jar:1.0.6 is missing, no dependency information available
2019-04-11 09:57:15,036 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-request-jsp:jar:1.0.6 is missing, no dependency information available
2019-04-11 09:57:15,050 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tiles-autotag-core-runtime:jar:1.2 is missing, no dependency information available
2019-04-11 09:57:15,064 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:commons-digester:jar:2.0 is missing, no dependency information available
2019-04-11 09:57:15,082 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:jcl-over-slf4j:jar:1.7.25 is missing, no dependency information available
2019-04-11 09:57:15,106 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:log4jdbc-log4j2-jdbc4.1:jar:1.16 is missing, no dependency information available
2019-04-11 09:57:15,127 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_core:commons-pool:jar:1.6 is missing, no dependency information available
2019-04-11 09:57:15,142 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-pool:jar:5.13.5 is missing, no dependency information available
2019-04-11 09:57:15,167 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-broker:jar:5.13.5 is missing, no dependency information available
2019-04-11 09:57:15,187 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:activemq-client:jar:5.13.5 is missing, no dependency information available
2019-04-11 09:57:15,201 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet-api:jar:3.0.1 is missing, no dependency information available
2019-04-11 09:57:15,215 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:javax.servlet.jsp-api:jar:2.3.1 is missing, no dependency information available
2019-04-11 09:57:15,230 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:joda-time:jar:2.7 is missing, no dependency information available
2019-04-11 09:57:15,245 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:tika-core:jar:1.18 is missing, no dependency information available
2019-04-11 09:57:15,270 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:innorix-wp:jar:1.1.9 is missing, no dependency information available
2019-04-11 09:57:15,286 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:dom4j:jar:1.6.1 is missing, no dependency information available
2019-04-11 09:57:15,301 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:xmlbeans:jar:2.6.0 is missing, no dependency information available
2019-04-11 09:57:15,315 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ndms_lib:cxf-core:jar:3.1.9 is missing, no dependency information available
